test instance:6, number of pickup points: 20, number of delivery points: 50, number of orders: 100, number of riders: 50
nodes:
[no:1, type:'pickup point', x:3.001, y:6.044]
[no:2, type:'pickup point', x:6.286, y:7.341]
[no:3, type:'pickup point', x:3.145, y:7.808]
[no:4, type:'pickup point', x:1.564, y:2.349]
[no:5, type:'pickup point', x:6.467, y:8.035]
[no:6, type:'pickup point', x:4.593, y:6.46]
[no:7, type:'pickup point', x:6.964, y:8.728]
[no:8, type:'pickup point', x:3.054, y:8.697]
[no:9, type:'pickup point', x:4.3, y:3.041]
[no:10, type:'pickup point', x:5.47, y:2.328]
[no:11, type:'pickup point', x:2.991, y:7.764]
[no:12, type:'pickup point', x:7.13, y:7.154]
[no:13, type:'pickup point', x:5.055, y:8.199]
[no:14, type:'pickup point', x:9.69, y:1.598]
[no:15, type:'pickup point', x:2.795, y:3.013]
[no:16, type:'pickup point', x:3.018, y:6.187]
[no:17, type:'pickup point', x:1.656, y:7.234]
[no:18, type:'pickup point', x:1.296, y:6.976]
[no:19, type:'pickup point', x:9.177, y:7.399]
[no:20, type:'pickup point', x:6.657, y:4.745]
[no:21, type:'delivery point', x:5.025, y:4.075]
[no:22, type:'delivery point', x:2.706, y:3.365]
[no:23, type:'delivery point', x:8.776, y:3.445]
[no:24, type:'delivery point', x:7.14, y:8.674]
[no:25, type:'delivery point', x:6.684, y:1.458]
[no:26, type:'delivery point', x:7.422, y:7.365]
[no:27, type:'delivery point', x:6.016, y:1.186]
[no:28, type:'delivery point', x:5.921, y:3.946]
[no:29, type:'delivery point', x:5.699, y:6.426]
[no:30, type:'delivery point', x:1.294, y:2.674]
[no:31, type:'delivery point', x:5.009, y:2.364]
[no:32, type:'delivery point', x:1.008, y:0.482]
[no:33, type:'delivery point', x:7.816, y:7.145]
[no:34, type:'delivery point', x:5.827, y:6.417]
[no:35, type:'delivery point', x:8.507, y:6.588]
[no:36, type:'delivery point', x:0.883, y:2.87]
[no:37, type:'delivery point', x:7.127, y:7.946]
[no:38, type:'delivery point', x:9.506, y:3.945]
[no:39, type:'delivery point', x:5.502, y:7.617]
[no:40, type:'delivery point', x:5.353, y:6.763]
[no:41, type:'delivery point', x:3.14, y:2.014]
[no:42, type:'delivery point', x:5.621, y:2.152]
[no:43, type:'delivery point', x:1.591, y:0.427]
[no:44, type:'delivery point', x:3.084, y:2.246]
[no:45, type:'delivery point', x:8.576, y:3.628]
[no:46, type:'delivery point', x:7.56, y:3.836]
[no:47, type:'delivery point', x:8.688, y:2.233]
[no:48, type:'delivery point', x:8.024, y:7.953]
[no:49, type:'delivery point', x:5.776, y:4.374]
[no:50, type:'delivery point', x:5.042, y:8.155]
[no:51, type:'delivery point', x:3.196, y:3.118]
[no:52, type:'delivery point', x:9.451, y:2.24]
[no:53, type:'delivery point', x:2.047, y:0.24]
[no:54, type:'delivery point', x:7.291, y:4.707]
[no:55, type:'delivery point', x:4.243, y:4.453]
[no:56, type:'delivery point', x:2.876, y:0.189]
[no:57, type:'delivery point', x:6.8, y:9.016]
[no:58, type:'delivery point', x:1.595, y:1.281]
[no:59, type:'delivery point', x:6.071, y:5.746]
[no:60, type:'delivery point', x:1.518, y:7.735]
[no:61, type:'delivery point', x:5.846, y:9.896]
[no:62, type:'delivery point', x:8.253, y:7.81]
[no:63, type:'delivery point', x:1.19, y:3.111]
[no:64, type:'delivery point', x:0.579, y:6.715]
[no:65, type:'delivery point', x:0.691, y:9.719]
[no:66, type:'delivery point', x:5.371, y:1.578]
[no:67, type:'delivery point', x:3.404, y:5.0]
[no:68, type:'delivery point', x:9.062, y:7.104]
[no:69, type:'delivery point', x:3.178, y:2.737]
[no:70, type:'delivery point', x:9.491, y:1.202]
orders: 
[no:1, pickup point: 9, delivery point: 65, distance: 7.591, earliest pickup time: 0.0, latest pick time: 0.21, pickup time: 0.17, earliest delivery time: 2.4, latest delivery time: 2.56, delivery time: 0.19]
[no:24, pickup point: 3, delivery point: 57, distance: 3.849, earliest pickup time: 0.28, latest pick time: 0.46, pickup time: 0.15, earliest delivery time: 1.64, latest delivery time: 1.79, delivery time: 0.12]
[no:25, pickup point: 15, delivery point: 39, distance: 5.34, earliest pickup time: 0.3, latest pick time: 0.48, pickup time: 0.13, earliest delivery time: 2.04, latest delivery time: 2.21, delivery time: 0.17]
[no:26, pickup point: 1, delivery point: 58, distance: 4.967, earliest pickup time: 0.31, latest pick time: 0.45, pickup time: 0.14, earliest delivery time: 1.91, latest delivery time: 2.06, delivery time: 0.14]
[no:27, pickup point: 12, delivery point: 65, distance: 6.931, earliest pickup time: 0.35, latest pick time: 0.5, pickup time: 0.15, earliest delivery time: 2.5, latest delivery time: 2.62, delivery time: 0.17]
[no:28, pickup point: 7, delivery point: 40, distance: 2.541, earliest pickup time: 0.37, latest pick time: 0.57, pickup time: 0.13, earliest delivery time: 1.37, latest delivery time: 1.55, delivery time: 0.19]
[no:29, pickup point: 12, delivery point: 45, distance: 3.81, earliest pickup time: 0.37, latest pick time: 0.62, pickup time: 0.17, earliest delivery time: 1.8, latest delivery time: 2.04, delivery time: 0.14]
[no:30, pickup point: 12, delivery point: 51, distance: 5.636, earliest pickup time: 0.39, latest pick time: 0.5, pickup time: 0.12, earliest delivery time: 2.12, latest delivery time: 2.22, delivery time: 0.11]
[no:31, pickup point: 6, delivery point: 61, distance: 3.657, earliest pickup time: 0.39, latest pick time: 0.52, pickup time: 0.17, earliest delivery time: 1.67, latest delivery time: 1.83, delivery time: 0.15]
[no:32, pickup point: 17, delivery point: 47, distance: 8.629, earliest pickup time: 0.39, latest pick time: 0.53, pickup time: 0.17, earliest delivery time: 3.0, latest delivery time: 3.19, delivery time: 0.17]
[no:33, pickup point: 12, delivery point: 64, distance: 6.565, earliest pickup time: 0.39, latest pick time: 0.54, pickup time: 0.15, earliest delivery time: 2.44, latest delivery time: 2.62, delivery time: 0.14]
[no:34, pickup point: 10, delivery point: 49, distance: 2.069, earliest pickup time: 0.39, latest pick time: 0.58, pickup time: 0.16, earliest delivery time: 1.29, latest delivery time: 1.51, delivery time: 0.19]
[no:35, pickup point: 15, delivery point: 28, distance: 3.262, earliest pickup time: 0.39, latest pick time: 0.62, pickup time: 0.2, earliest delivery time: 1.69, latest delivery time: 1.87, delivery time: 0.1]
[no:36, pickup point: 11, delivery point: 60, distance: 1.474, earliest pickup time: 0.4, latest pick time: 0.58, pickup time: 0.15, earliest delivery time: 1.12, latest delivery time: 1.24, delivery time: 0.18]
[no:37, pickup point: 14, delivery point: 48, distance: 6.57, earliest pickup time: 0.41, latest pick time: 0.65, pickup time: 0.15, earliest delivery time: 2.54, latest delivery time: 2.66, delivery time: 0.14]
[no:38, pickup point: 1, delivery point: 20, distance: 3.88, earliest pickup time: 0.42, latest pick time: 0.6, pickup time: 0.13, earliest delivery time: 1.77, latest delivery time: 1.99, delivery time: 0.15]
[no:39, pickup point: 1, delivery point: 45, distance: 6.076, earliest pickup time: 0.42, latest pick time: 0.66, pickup time: 0.15, earliest delivery time: 2.42, latest delivery time: 2.57, delivery time: 0.1]
[no:40, pickup point: 16, delivery point: 50, distance: 2.823, earliest pickup time: 0.43, latest pick time: 0.57, pickup time: 0.16, earliest delivery time: 1.48, latest delivery time: 1.62, delivery time: 0.14]
[no:41, pickup point: 20, delivery point: 20, distance: 0.0, earliest pickup time: 0.44, latest pick time: 0.54, pickup time: 0.15, earliest delivery time: 0.69, latest delivery time: 0.92, delivery time: 0.14]
[no:42, pickup point: 2, delivery point: 61, distance: 2.593, earliest pickup time: 0.44, latest pick time: 0.55, pickup time: 0.13, earliest delivery time: 1.37, latest delivery time: 1.5, delivery time: 0.12]
[no:43, pickup point: 2, delivery point: 30, distance: 6.833, earliest pickup time: 0.45, latest pick time: 0.68, pickup time: 0.18, earliest delivery time: 2.68, latest delivery time: 2.86, delivery time: 0.17]
[no:44, pickup point: 19, delivery point: 35, distance: 1.052, earliest pickup time: 0.47, latest pick time: 0.72, pickup time: 0.14, earliest delivery time: 1.14, latest delivery time: 1.28, delivery time: 0.15]
[no:45, pickup point: 5, delivery point: 58, distance: 8.329, earliest pickup time: 0.48, latest pick time: 0.59, pickup time: 0.18, earliest delivery time: 2.99, latest delivery time: 3.13, delivery time: 0.13]
[no:46, pickup point: 18, delivery point: 69, distance: 4.638, earliest pickup time: 0.48, latest pick time: 0.67, pickup time: 0.19, earliest delivery time: 2.1, latest delivery time: 2.25, delivery time: 0.19]
[no:47, pickup point: 20, delivery point: 38, distance: 2.959, earliest pickup time: 0.49, latest pick time: 0.61, pickup time: 0.18, earliest delivery time: 1.58, latest delivery time: 1.8, delivery time: 0.18]
[no:48, pickup point: 8, delivery point: 66, distance: 7.486, earliest pickup time: 0.51, latest pick time: 0.67, pickup time: 0.11, earliest delivery time: 2.78, latest delivery time: 2.98, delivery time: 0.19]
[no:49, pickup point: 7, delivery point: 43, distance: 9.888, earliest pickup time: 0.53, latest pick time: 0.64, pickup time: 0.17, earliest delivery time: 3.44, latest delivery time: 3.6, delivery time: 0.14]
[no:50, pickup point: 16, delivery point: 42, distance: 4.802, earliest pickup time: 0.57, latest pick time: 0.78, pickup time: 0.19, earliest delivery time: 2.24, latest delivery time: 2.38, delivery time: 0.12]
[no:51, pickup point: 6, delivery point: 39, distance: 1.471, earliest pickup time: 0.58, latest pick time: 0.69, pickup time: 0.18, earliest delivery time: 1.26, latest delivery time: 1.48, delivery time: 0.13]
[no:52, pickup point: 16, delivery point: 42, distance: 4.802, earliest pickup time: 0.58, latest pick time: 0.7, pickup time: 0.11, earliest delivery time: 2.08, latest delivery time: 2.33, delivery time: 0.16]
[no:53, pickup point: 15, delivery point: 44, distance: 0.82, earliest pickup time: 0.58, latest pick time: 0.81, pickup time: 0.14, earliest delivery time: 1.17, latest delivery time: 1.27, delivery time: 0.17]
[no:54, pickup point: 2, delivery point: 34, distance: 1.031, earliest pickup time: 0.59, latest pick time: 0.74, pickup time: 0.16, earliest delivery time: 1.18, latest delivery time: 1.28, delivery time: 0.15]
[no:55, pickup point: 6, delivery point: 23, distance: 5.156, earliest pickup time: 0.62, latest pick time: 0.76, pickup time: 0.18, earliest delivery time: 2.32, latest delivery time: 2.54, delivery time: 0.2]
[no:56, pickup point: 7, delivery point: 63, distance: 8.055, earliest pickup time: 0.62, latest pick time: 0.8, pickup time: 0.11, earliest delivery time: 3.06, latest delivery time: 3.26, delivery time: 0.19]
[no:57, pickup point: 8, delivery point: 39, distance: 2.675, earliest pickup time: 0.62, latest pick time: 0.81, pickup time: 0.16, earliest delivery time: 1.68, latest delivery time: 1.91, delivery time: 0.17]
[no:58, pickup point: 12, delivery point: 53, distance: 8.581, earliest pickup time: 0.62, latest pick time: 0.85, pickup time: 0.16, earliest delivery time: 3.3, latest delivery time: 3.48, delivery time: 0.11]
[no:59, pickup point: 9, delivery point: 39, distance: 4.731, earliest pickup time: 0.63, latest pick time: 0.73, pickup time: 0.18, earliest delivery time: 2.17, latest delivery time: 2.29, delivery time: 0.15]
[no:60, pickup point: 12, delivery point: 61, distance: 3.028, earliest pickup time: 0.63, latest pick time: 0.76, pickup time: 0.14, earliest delivery time: 1.71, latest delivery time: 1.83, delivery time: 0.18]
[no:61, pickup point: 15, delivery point: 47, distance: 5.944, earliest pickup time: 0.65, latest pick time: 0.76, pickup time: 0.1, earliest delivery time: 2.45, latest delivery time: 2.67, delivery time: 0.11]
[no:62, pickup point: 11, delivery point: 47, distance: 7.94, earliest pickup time: 0.65, latest pick time: 0.81, pickup time: 0.13, earliest delivery time: 3.07, latest delivery time: 3.27, delivery time: 0.12]
[no:63, pickup point: 11, delivery point: 57, distance: 4.009, earliest pickup time: 0.66, latest pick time: 0.88, pickup time: 0.16, earliest delivery time: 2.11, latest delivery time: 2.26, delivery time: 0.14]
[no:64, pickup point: 10, delivery point: 37, distance: 5.858, earliest pickup time: 0.67, latest pick time: 0.85, pickup time: 0.2, earliest delivery time: 2.61, latest delivery time: 2.77, delivery time: 0.11]
[no:65, pickup point: 16, delivery point: 33, distance: 4.892, earliest pickup time: 0.67, latest pick time: 0.87, pickup time: 0.15, earliest delivery time: 2.32, latest delivery time: 2.56, delivery time: 0.19]
[no:66, pickup point: 6, delivery point: 60, distance: 3.329, earliest pickup time: 0.68, latest pick time: 0.89, pickup time: 0.12, earliest delivery time: 1.89, latest delivery time: 1.99, delivery time: 0.12]
[no:67, pickup point: 6, delivery point: 50, distance: 1.753, earliest pickup time: 0.69, latest pick time: 0.82, pickup time: 0.15, earliest delivery time: 1.44, latest delivery time: 1.63, delivery time: 0.12]
[no:68, pickup point: 13, delivery point: 26, distance: 2.511, earliest pickup time: 0.7, latest pick time: 0.9, pickup time: 0.18, earliest delivery time: 1.75, latest delivery time: 1.9, delivery time: 0.11]
[no:69, pickup point: 5, delivery point: 53, distance: 8.961, earliest pickup time: 0.71, latest pick time: 0.81, pickup time: 0.14, earliest delivery time: 3.34, latest delivery time: 3.55, delivery time: 0.11]
[no:70, pickup point: 6, delivery point: 68, distance: 4.515, earliest pickup time: 0.71, latest pick time: 0.84, pickup time: 0.16, earliest delivery time: 2.21, latest delivery time: 2.45, delivery time: 0.18]
[no:71, pickup point: 4, delivery point: 41, distance: 1.611, earliest pickup time: 0.72, latest pick time: 0.85, pickup time: 0.17, earliest delivery time: 1.45, latest delivery time: 1.65, delivery time: 0.2]
[no:72, pickup point: 18, delivery point: 54, distance: 6.41, earliest pickup time: 0.72, latest pick time: 0.87, pickup time: 0.17, earliest delivery time: 2.75, latest delivery time: 2.99, delivery time: 0.19]
[no:73, pickup point: 10, delivery point: 64, distance: 6.57, earliest pickup time: 0.72, latest pick time: 0.91, pickup time: 0.18, earliest delivery time: 2.84, latest delivery time: 3.02, delivery time: 0.2]
[no:74, pickup point: 4, delivery point: 41, distance: 1.611, earliest pickup time: 0.76, latest pick time: 0.92, pickup time: 0.15, earliest delivery time: 1.5, latest delivery time: 1.66, delivery time: 0.12]
[no:75, pickup point: 15, delivery point: 50, distance: 5.611, earliest pickup time: 0.77, latest pick time: 0.93, pickup time: 0.1, earliest delivery time: 2.52, latest delivery time: 2.74, delivery time: 0.13]
[no:76, pickup point: 18, delivery point: 30, distance: 4.302, earliest pickup time: 0.79, latest pick time: 0.92, pickup time: 0.14, earliest delivery time: 2.21, latest delivery time: 2.37, delivery time: 0.11]
[no:77, pickup point: 20, delivery point: 35, distance: 2.611, earliest pickup time: 0.79, latest pick time: 1.0, pickup time: 0.12, earliest delivery time: 1.81, latest delivery time: 2.02, delivery time: 0.14]
[no:78, pickup point: 12, delivery point: 53, distance: 8.581, earliest pickup time: 0.8, latest pick time: 0.99, pickup time: 0.17, earliest delivery time: 3.45, latest delivery time: 3.63, delivery time: 0.17]
[no:79, pickup point: 14, delivery point: 42, distance: 4.107, earliest pickup time: 0.81, latest pick time: 0.92, pickup time: 0.12, earliest delivery time: 2.13, latest delivery time: 2.27, delivery time: 0.14]
[no:80, pickup point: 6, delivery point: 52, distance: 6.435, earliest pickup time: 0.81, latest pick time: 1.03, pickup time: 0.16, earliest delivery time: 2.91, latest delivery time: 3.03, delivery time: 0.1]
[no:81, pickup point: 19, delivery point: 32, distance: 10.704, earliest pickup time: 0.81, latest pick time: 1.03, pickup time: 0.16, earliest delivery time: 4.05, latest delivery time: 4.24, delivery time: 0.11]
[no:82, pickup point: 4, delivery point: 38, distance: 8.101, earliest pickup time: 0.83, latest pick time: 0.97, pickup time: 0.11, earliest delivery time: 3.24, latest delivery time: 3.41, delivery time: 0.16]
[no:83, pickup point: 12, delivery point: 33, distance: 0.686, earliest pickup time: 0.84, latest pick time: 1.02, pickup time: 0.16, earliest delivery time: 1.36, latest delivery time: 1.49, delivery time: 0.16]
[no:84, pickup point: 9, delivery point: 50, distance: 5.167, earliest pickup time: 0.84, latest pick time: 1.04, pickup time: 0.11, earliest delivery time: 2.53, latest delivery time: 2.77, delivery time: 0.11]
[no:85, pickup point: 13, delivery point: 61, distance: 1.873, earliest pickup time: 0.85, latest pick time: 1.0, pickup time: 0.14, earliest delivery time: 1.64, latest delivery time: 1.86, delivery time: 0.16]
[no:86, pickup point: 5, delivery point: 31, distance: 5.855, earliest pickup time: 0.85, latest pick time: 1.07, pickup time: 0.11, earliest delivery time: 2.74, latest delivery time: 2.94, delivery time: 0.14]
[no:87, pickup point: 1, delivery point: 23, distance: 6.333, earliest pickup time: 0.87, latest pick time: 0.98, pickup time: 0.14, earliest delivery time: 2.81, latest delivery time: 3.04, delivery time: 0.19]
[no:88, pickup point: 9, delivery point: 52, distance: 5.212, earliest pickup time: 0.88, latest pick time: 1.04, pickup time: 0.14, earliest delivery time: 2.57, latest delivery time: 2.68, delivery time: 0.1]
[no:89, pickup point: 5, delivery point: 60, distance: 4.959, earliest pickup time: 0.88, latest pick time: 1.1, pickup time: 0.16, earliest delivery time: 2.58, latest delivery time: 2.73, delivery time: 0.18]
[no:90, pickup point: 2, delivery point: 67, distance: 3.712, earliest pickup time: 0.88, latest pick time: 1.12, pickup time: 0.16, earliest delivery time: 2.27, latest delivery time: 2.5, delivery time: 0.16]
[no:91, pickup point: 7, delivery point: 67, distance: 5.155, earliest pickup time: 0.89, latest pick time: 1.09, pickup time: 0.15, earliest delivery time: 2.61, latest delivery time: 2.77, delivery time: 0.15]
[no:92, pickup point: 15, delivery point: 69, distance: 0.472, earliest pickup time: 0.89, latest pick time: 1.11, pickup time: 0.2, earliest delivery time: 1.44, latest delivery time: 1.58, delivery time: 0.15]
[no:93, pickup point: 8, delivery point: 45, distance: 7.495, earliest pickup time: 0.9, latest pick time: 1.02, pickup time: 0.14, earliest delivery time: 3.16, latest delivery time: 3.32, delivery time: 0.13]
[no:94, pickup point: 14, delivery point: 27, distance: 3.698, earliest pickup time: 0.91, latest pick time: 1.02, pickup time: 0.18, earliest delivery time: 2.18, latest delivery time: 2.37, delivery time: 0.15]
[no:95, pickup point: 1, delivery point: 67, distance: 1.119, earliest pickup time: 0.91, latest pick time: 1.11, pickup time: 0.11, earliest delivery time: 1.53, latest delivery time: 1.64, delivery time: 0.2]
[no:96, pickup point: 17, delivery point: 51, distance: 4.395, earliest pickup time: 0.91, latest pick time: 1.12, pickup time: 0.16, earliest delivery time: 2.46, latest delivery time: 2.59, delivery time: 0.12]
[no:97, pickup point: 4, delivery point: 60, distance: 5.386, earliest pickup time: 0.92, latest pick time: 1.02, pickup time: 0.17, earliest delivery time: 2.63, latest delivery time: 2.76, delivery time: 0.13]
[no:98, pickup point: 2, delivery point: 68, distance: 2.787, earliest pickup time: 0.93, latest pick time: 1.13, pickup time: 0.18, earliest delivery time: 2.05, latest delivery time: 2.24, delivery time: 0.15]
[no:99, pickup point: 6, delivery point: 34, distance: 1.234, earliest pickup time: 0.94, latest pick time: 1.11, pickup time: 0.11, earliest delivery time: 1.55, latest delivery time: 1.71, delivery time: 0.15]
[no:100, pickup point: 7, delivery point: 56, distance: 9.468, earliest pickup time: 0.94, latest pick time: 1.12, pickup time: 0.11, earliest delivery time: 3.76, latest delivery time: 3.91, delivery time: 0.16]
riders: 
[no:1, speed: 16.144, capacity: 5, x: 6.33, y:5.261]
[no:2, speed: 19.168, capacity: 5, x: 0.525, y:9.446]
[no:3, speed: 16.621, capacity: 4, x: 3.156, y:9.443]
[no:4, speed: 15.395, capacity: 5, x: 1.974, y:7.39]
[no:5, speed: 19.858, capacity: 7, x: 9.485, y:6.395]
[no:6, speed: 16.281, capacity: 4, x: 9.912, y:5.011]
[no:7, speed: 18.344, capacity: 5, x: 3.626, y:5.297]
